offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
290.75,<music21.chord.Chord D6 G#3 D4 F#4>,"[0, 4, 6]","[2, 6, 8]",Con moto D850 II A Major.mid,Schubert,97,2.25
291,<music21.chord.Chord G#3 D4 E4>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,97,2.5
291.25,<music21.chord.Chord B5 G#3 D4 E4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,97,2.75
291.5,<music21.chord.Chord A5 D4 F#4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,97,3.0
291.75,<music21.chord.Chord A6 D4 F#4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,97,3.25
292.75,<music21.chord.Chord G#6 A6 D4 F#4 A3>,"[0, 4, 6, 7]","[2, 6, 8, 9]",Con moto D850 II A Major.mid,Schubert,98,1.25
292.875,<music21.chord.Chord F#6 A6 D4 F#4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,98,1.375
293,<music21.chord.Chord E6 A6 D4 F#4 A3>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,98,1.5
293.125,<music21.chord.Chord D6 A6 D4 F#4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,98,1.625
293.25,<music21.chord.Chord C#6 A6 D4 F#4 A3>,"[0, 1, 5, 8]","[1, 2, 6, 9]",Con moto D850 II A Major.mid,Schubert,98,1.75
293.375,<music21.chord.Chord B5 A6 D4 F#4 A3>,"[0, 3, 5, 8]","[6, 9, 11, 2]",Con moto D850 II A Major.mid,Schubert,98,1.875
293.5,<music21.chord.Chord A5 C#4 E4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,98,2.0
293.75,<music21.chord.Chord C#4 E4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,98,2.25
294,<music21.chord.Chord C#4 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,98,2.5
294.25,<music21.chord.Chord E5 C#4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,98,2.75
294.5,<music21.chord.Chord A3 D4 F#4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,98,3.0
294.75,<music21.chord.Chord G#5 A3 D4 F#4>,"[0, 4, 6, 7]","[2, 6, 8, 9]",Con moto D850 II A Major.mid,Schubert,98,3.25
294.875,<music21.chord.Chord F#5 A3 D4 F#4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,98,3.375
295,<music21.chord.Chord A3 C4 E-4>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,98,3.5
295.25,<music21.chord.Chord E5>,[0],[4],Con moto D850 II A Major.mid,Schubert,98,3.75
295.375,<music21.chord.Chord E-5>,[0],[3],Con moto D850 II A Major.mid,Schubert,98,3.875
295.5,<music21.chord.Chord A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,99,1.0
295.75,<music21.chord.Chord E5 A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,99,1.25
296.25,<music21.chord.Chord C#5 A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,99,1.75
296.5,<music21.chord.Chord E5 A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,99,2.0
296.75,<music21.chord.Chord A5 A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,99,2.25
297,<music21.chord.Chord A3 C#4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,99,2.5
297.25,<music21.chord.Chord A5 A3 C#4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,99,2.75
297.5,<music21.chord.Chord A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,99,3.0
297.75,<music21.chord.Chord C#6 A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,99,3.25
298,<music21.chord.Chord A3 C#4 E-4 F#4>,"[0, 2, 5, 8]","[1, 3, 6, 9]",Con moto D850 II A Major.mid,Schubert,99,3.5
298.25,<music21.chord.Chord E-6 A3 C#4 E-4 F#4>,"[0, 2, 5, 8]","[1, 3, 6, 9]",Con moto D850 II A Major.mid,Schubert,99,3.75
298.5,<music21.chord.Chord G#3 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,100,1.0
298.75,<music21.chord.Chord E6 G#3 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,100,1.25
299.25,<music21.chord.Chord F#6 G#3 C#4 E4 G#4>,"[0, 3, 5, 7]","[1, 4, 6, 8]",Con moto D850 II A Major.mid,Schubert,100,1.75
299.5,<music21.chord.Chord G#6 G#3 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,100,2.0
299.75,<music21.chord.Chord C#7 G#3 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,100,2.25
300,<music21.chord.Chord G#3 E4 G#4>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,100,2.5
300.25,<music21.chord.Chord C#6>,[0],[1],Con moto D850 II A Major.mid,Schubert,100,2.75
300.375,<music21.chord.Chord E6>,[0],[4],Con moto D850 II A Major.mid,Schubert,100,2.875
300.5,<music21.chord.Chord G#3 F#4 G#4>,"[0, 2]","[6, 8]",Con moto D850 II A Major.mid,Schubert,100,3.0
300.75,<music21.chord.Chord E6>,[0],[4],Con moto D850 II A Major.mid,Schubert,100,3.25
300.875,<music21.chord.Chord E-6>,[0],[3],Con moto D850 II A Major.mid,Schubert,100,3.375
301,<music21.chord.Chord G#3 E-4 G#4>,"[0, 5]","[3, 8]",Con moto D850 II A Major.mid,Schubert,100,3.5
301.25,<music21.chord.Chord E-6>,[0],[3],Con moto D850 II A Major.mid,Schubert,100,3.75
301.375,<music21.chord.Chord G#5>,[0],[8],Con moto D850 II A Major.mid,Schubert,100,3.875
301.5,<music21.chord.Chord C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,101,1.0
301.75,<music21.chord.Chord G#5 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,101,1.25
302.125,<music21.chord.Chord B-5 C#4 E4 G#4>,"[0, 2, 5, 8]","[8, 10, 1, 4]",Con moto D850 II A Major.mid,Schubert,101,1.625
302.25,<music21.chord.Chord B5 C#4 E4 G#4>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Con moto D850 II A Major.mid,Schubert,101,1.75
302.375,<music21.chord.Chord C6 C#4 E4 G#4>,"[0, 1, 4, 8]","[0, 1, 4, 8]",Con moto D850 II A Major.mid,Schubert,101,1.875
302.5,<music21.chord.Chord C#6 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,101,2.0
302.75,<music21.chord.Chord C#6 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,101,2.25
303,<music21.chord.Chord E3 C#4 E4>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,101,2.5
303.25,<music21.chord.Chord A6>,[0],[9],Con moto D850 II A Major.mid,Schubert,101,2.75
303.375,<music21.chord.Chord C#7>,[0],[1],Con moto D850 II A Major.mid,Schubert,101,2.875
303.5,<music21.chord.Chord E3 D4 E4>,"[0, 2]","[2, 4]",Con moto D850 II A Major.mid,Schubert,101,3.0
303.75,<music21.chord.Chord C#7>,[0],[1],Con moto D850 II A Major.mid,Schubert,101,3.25
303.875,<music21.chord.Chord B6>,[0],[11],Con moto D850 II A Major.mid,Schubert,101,3.375
304,<music21.chord.Chord E3 C#4 E4>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,101,3.5
304.25,<music21.chord.Chord B6>,[0],[11],Con moto D850 II A Major.mid,Schubert,101,3.75
304.375,<music21.chord.Chord E6>,[0],[4],Con moto D850 II A Major.mid,Schubert,101,3.875
304.5,<music21.chord.Chord A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,102,1.0
304.75,<music21.chord.Chord E6 A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,102,1.25
305.125,<music21.chord.Chord F#6 A3 C#4 E4>,"[0, 3, 5, 8]","[1, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,102,1.625
305.25,<music21.chord.Chord G6 A3 C#4 E4>,"[0, 3, 6, 8]","[1, 4, 7, 9]",Con moto D850 II A Major.mid,Schubert,102,1.75
305.375,<music21.chord.Chord G#6 A3 C#4 E4>,"[0, 1, 5, 8]","[8, 9, 1, 4]",Con moto D850 II A Major.mid,Schubert,102,1.875
305.5,<music21.chord.Chord A6 A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,102,2.0
305.75,<music21.chord.Chord A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,102,2.25
306,<music21.chord.Chord C#5 E5 A5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,102,2.5
306.25,<music21.chord.Chord B4>,[0],[11],Con moto D850 II A Major.mid,Schubert,102,2.75
306.5,<music21.chord.Chord D5 F#5 A5>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,102,3.0
306.75,<music21.chord.Chord A4>,[0],[9],Con moto D850 II A Major.mid,Schubert,102,3.25
307,<music21.chord.Chord C5 E-5 A5>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,102,3.5
307.25,<music21.chord.Chord F#4>,[0],[6],Con moto D850 II A Major.mid,Schubert,102,3.75
307.5,<music21.chord.Chord C#5 E5 A5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,1.0
307.75,<music21.chord.Chord C#5 E5 A5 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,1.25
308.125,<music21.chord.Chord C#5 E5 A5 A4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,1.625
308.25,<music21.chord.Chord C#5 E5 A5 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,1.75
308.375,<music21.chord.Chord C#5 E5 A5 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,1.875
308.5,<music21.chord.Chord C#5 E5 A5 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,2.0
308.75,<music21.chord.Chord C#5 E5 A5 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,2.25
309,<music21.chord.Chord C#5 E5 A5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,2.5
309.25,<music21.chord.Chord C#4>,[0],[1],Con moto D850 II A Major.mid,Schubert,103,2.75
309.5,<music21.chord.Chord C#5 E5 B5>,"[0, 2, 5]","[11, 1, 4]",Con moto D850 II A Major.mid,Schubert,103,3.0
309.75,<music21.chord.Chord E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,103,3.25
310,<music21.chord.Chord C#5 E5 C#6>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,103,3.5
310.25,<music21.chord.Chord A4>,[0],[9],Con moto D850 II A Major.mid,Schubert,103,3.75
310.5,<music21.chord.Chord C#6 D5 F#5>,"[0, 1, 5]","[1, 2, 6]",Con moto D850 II A Major.mid,Schubert,104,1.0
310.75,<music21.chord.Chord C#6 D5 F#5 B-4>,"[0, 4, 7, 8]","[6, 10, 1, 2]",Con moto D850 II A Major.mid,Schubert,104,1.25
311.125,<music21.chord.Chord C#6 D5 F#5 C#5>,"[0, 1, 5]","[1, 2, 6]",Con moto D850 II A Major.mid,Schubert,104,1.625
311.25,<music21.chord.Chord C#6 D5 F#5 B4>,"[0, 2, 3, 7]","[11, 1, 2, 6]",Con moto D850 II A Major.mid,Schubert,104,1.75
311.375,<music21.chord.Chord C#6 D5 F#5 B-4>,"[0, 4, 7, 8]","[6, 10, 1, 2]",Con moto D850 II A Major.mid,Schubert,104,1.875
311.5,<music21.chord.Chord B5 D5 F#5 B4>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,104,2.0
311.75,<music21.chord.Chord B5 D5 F#5 B4>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,104,2.25
312,<music21.chord.Chord D5 A5>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,104,2.5
312.25,<music21.chord.Chord D4 F#4>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,104,2.75
312.5,<music21.chord.Chord D5 G#5>,"[0, 6]","[2, 8]",Con moto D850 II A Major.mid,Schubert,104,3.0
312.75,<music21.chord.Chord E4 G#4>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,104,3.25
313,<music21.chord.Chord F#5 D5>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,104,3.5
313.25,<music21.chord.Chord F#4 A4>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,104,3.75
313.5,<music21.chord.Chord D5 E5>,"[0, 2]","[2, 4]",Con moto D850 II A Major.mid,Schubert,105,1.0
313.75,<music21.chord.Chord D5 E5 G#4 B4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,105,1.25
314.125,<music21.chord.Chord D5 E5 A4 C#5>,"[0, 4, 5, 7]","[9, 1, 2, 4]",Con moto D850 II A Major.mid,Schubert,105,1.625
314.25,<music21.chord.Chord D5 E5 G#4 B4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,105,1.75
314.375,<music21.chord.Chord D5 E5 F#4 A4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,105,1.875
314.5,<music21.chord.Chord D5 E5 G#4 B4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,105,2.0
314.75,<music21.chord.Chord D5 E5 G#4 B4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,105,2.25
315,<music21.chord.Chord G#4 D5 E5>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,105,2.5
315.25,<music21.chord.Chord E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,105,2.75
315.5,<music21.chord.Chord A4 D5 F#5>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,105,3.0
315.75,<music21.chord.Chord D4>,[0],[2],Con moto D850 II A Major.mid,Schubert,105,3.25
316,<music21.chord.Chord G#4 D5 E5>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,105,3.5
316.25,<music21.chord.Chord B3>,[0],[11],Con moto D850 II A Major.mid,Schubert,105,3.75
316.5,<music21.chord.Chord D5 F#5 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,106,1.0
316.75,<music21.chord.Chord D5 F#5 A4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,106,1.25
317.75,<music21.chord.Chord D5 F#5 G#4 A4>,"[0, 4, 6, 7]","[2, 6, 8, 9]",Con moto D850 II A Major.mid,Schubert,106,2.25
317.875,<music21.chord.Chord D5 F#5 F#4 A4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,106,2.375
