offset,Chord,NormalForm,PCsinNormalForm,file,Phrase Boundary,Song Count,Measure Number,Measure Count
1.0,<music21.chord.Chord D3 G3 A3>,"[0, 2, -5]","[7, 9, 2]",Takemitsu_Romance.mxl,,,26,3
0.0,<music21.chord.Chord G2 E-3 B-3>,"[0, 4, 7]","[3, 7, 10]",Takemitsu_Romance.mxl,,,27,1
0.5,<music21.chord.Chord G2 E-3 C4>,"[0, 3, 7]","[0, 3, 7]",Takemitsu_Romance.mxl,,,27,2
0.0,<music21.chord.Chord G2 E-3 C4>,"[0, 3, 7]","[0, 3, 7]",Takemitsu_Romance.mxl,,,28,1
0.25,<music21.chord.Chord G2 E-3 G3>,"[0, 4]","[3, 7]",Takemitsu_Romance.mxl,,,28,1 1/2
0.5,<music21.chord.Chord D3 E-3 A3>,"[0, -7, -6]","[9, 2, 3]",Takemitsu_Romance.mxl,,,28,2
1.0,<music21.chord.Chord D3 E-3 G3>,"[0, 1, 5]","[2, 3, 7]",Takemitsu_Romance.mxl,,,28,3
0.0,<music21.chord.Chord D3 E-3 A3>,"[0, -7, -6]","[9, 2, 3]",Takemitsu_Romance.mxl,,,29,1
0.5,<music21.chord.Chord D3 E-3 C4>,"[0, 2, 3]","[0, 2, 3]",Takemitsu_Romance.mxl,,,29,2
1.0,<music21.chord.Chord D3 E-3 C4>,"[0, 2, 3]","[0, 2, 3]",Takemitsu_Romance.mxl,,,29,3
1.25,<music21.chord.Chord D3 E-3 G4>,"[0, 1, 5]","[2, 3, 7]",Takemitsu_Romance.mxl,,,29,3 1/2
0.0,<music21.chord.Chord C2 G2 E-4>,"[0, 3, 7]","[0, 3, 7]",Takemitsu_Romance.mxl,,,30,1
0.5,<music21.chord.Chord C2 G2 G3>,"[0, -7]","[7, 0]",Takemitsu_Romance.mxl,,,30,2
1.0,<music21.chord.Chord A2 B-2 E-3 B-3 E-4 A4>,"[0, 1, -6]","[9, 10, 3]",Takemitsu_Romance.mxl,,,30,3
0.0,<music21.chord.Chord A2 B-2 E-3 B-3 E-4 A4>,"[0, 1, -6]","[9, 10, 3]",Takemitsu_Romance.mxl,,,31,1
1.0,<music21.chord.Chord A2 B-2 E-3 D4>,"[0, 1, -7, -6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,,,31,3
0.0,<music21.chord.Chord A3>,[0],[9],Takemitsu_Romance.mxl,,,32,1
0.5,<music21.chord.Chord G3>,[0],[7],Takemitsu_Romance.mxl,,,32,2
0.75,<music21.chord.Chord G1 G3>,[0],[7],Takemitsu_Romance.mxl,,,32,2 1/2
5/6,<music21.chord.Chord D2 G3>,"[0, 5]","[2, 7]",Takemitsu_Romance.mxl,,,32,2 2/3
11/12,<music21.chord.Chord G#2 G3>,"[0, 1]","[7, 8]",Takemitsu_Romance.mxl,,,32,2 5/6
1.0,<music21.chord.Chord D3>,[0],[2],Takemitsu_Romance.mxl,,,32,3
1.25,<music21.chord.Chord D3 G4 G5>,"[0, 5]","[2, 7]",Takemitsu_Romance.mxl,,,32,3 1/2
0.0,<music21.chord.Chord D3 E-4 E-5>,"[0, 1]","[2, 3]",Takemitsu_Romance.mxl,,,33,1
0.375,<music21.chord.Chord D3 D4 D5>,[0],[2],Takemitsu_Romance.mxl,,,33,1 3/4
0.5,<music21.chord.Chord A2 C3 E-3 A3 D4 A4>,"[0, -9, -7, -6]","[9, 0, 2, 3]",Takemitsu_Romance.mxl,,,33,2
1.0,<music21.chord.Chord A2 C3 E-3 A3 D4 A4>,"[0, -9, -7, -6]","[9, 0, 2, 3]",Takemitsu_Romance.mxl,,,33,3
0.0,<music21.chord.Chord A3 A4>,[0],[9],Takemitsu_Romance.mxl,,,34,1
0.25,<music21.chord.Chord G1 B-3 B-4>,"[0, 3]","[7, 10]",Takemitsu_Romance.mxl,,,34,1 1/2
1/3,<music21.chord.Chord D2 B-3 B-4>,"[0, -8]","[10, 2]",Takemitsu_Romance.mxl,,,34,1 2/3
